"","CB_cluster1","CB_cluster2","CB_cluster3","CB_cluster4","CB_cluster5","CB_cluster6","CB_cluster7","CB_cluster8","CB_cluster9","CB_cluster10","CB_cluster11","CB_first_round","FC_cluster1","FC_cluster2","FC_cluster3","FC_cluster4","FC_cluster5","FC_cluster6","FC_cluster7","FC_cluster8","FC_cluster9","FC_cluster10","FC_cluster11","FC_cluster12","FC_cluster13","FC_cluster14","FC_first_round","PC_cluster1","PC_cluster2","PC_cluster3","PC_cluster4","PC_cluster5","PC_cluster6","PC_cluster7","PC_cluster8","PC_cluster9","PC_cluster10","PC_cluster11","PC_cluster12","PC_cluster13","PC_cluster14","PC_first_round","EP_cluster1","EP_cluster2","EP_cluster3","EP_cluster4","EP_cluster5","EP_cluster6","EP_cluster7","EP_cluster8","EP_first_round","GPNB_cluster1","GPNB_cluster2","GPNB_cluster3","GPNB_cluster4","GPNB_cluster5","GPNB_cluster6","GPNB_cluster7","GPNB_cluster8","GPNB_cluster9","GPNB_cluster10","GPNB_cluster11","GPNB_first_round","HP_cluster1","HP_cluster2","HP_cluster3","HP_cluster4","HP_cluster5","HP_cluster6","HP_cluster7","HP_cluster8","HP_cluster9","HP_cluster10","HP_cluster11","HP_cluster12","HP_cluster13","HP_cluster14","HP_cluster15","HP_cluster16","HP_cluster17","HP_first_round","STR_cluster1","STR_cluster2","STR_cluster3","STR_cluster4","STR_cluster5","STR_cluster6","STR_cluster7","STR_cluster8","STR_cluster9","STR_cluster10","STR_cluster11","STR_cluster12","STR_cluster13","STR_cluster14","STR_cluster15","STR_first_round","SNVTA_cluster1","SNVTA_cluster2","SNVTA_cluster3","SNVTA_cluster4","SNVTA_cluster5","SNVTA_cluster6","SNVTA_cluster7","SNVTA_cluster8","SNVTA_cluster9","SNVTA_cluster10","SNVTA_cluster11","SNVTA_cluster12","SNVTA_cluster13","SNVTA_cluster14","SNVTA_first_round","TH_cluster1","TH_cluster2","TH_cluster3","TH_cluster4","TH_cluster5","TH_cluster6","TH_cluster7","TH_cluster8","TH_cluster9","TH_cluster10","TH_cluster11","TH_cluster12","TH_first_round"
"1730","Neb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Purb",NA,NA,NA,NA,NA,"Stxbp1",NA,NA,NA,"Ttc9",NA,NA,NA,NA,"Itpr3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ncam1",NA,NA,NA,NA,NA,NA,NA,NA,"Ptprs",NA,"Tef",NA,"Rnf168",NA,NA,NA,NA,NA,"Swt1",NA,"Nrgn","Zmat1",NA,NA,NA,"Tuba1a","Tspan5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ly6c2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rtf1","Slc35f4",NA,"Zranb2",NA,NA,"Gm17501",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ptprn",NA,"Tjp1",NA,NA,"Pappa2",NA,NA,"Zic5","Vps13c",NA,NA,NA,"Ubxn1",NA,NA,NA,NA,"Ptprz1"
"1731","Nedd4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pus3",NA,NA,NA,NA,NA,"Stxbp6",NA,NA,NA,"Ttll7",NA,NA,NA,NA,"Itpripl1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ncaph",NA,NA,NA,NA,NA,NA,NA,NA,"Ptprt",NA,"Tenm1",NA,"Rnf20",NA,NA,NA,NA,NA,"Syap1",NA,"Nrip2","Zmat4",NA,NA,NA,"Tuba1b","Tspan7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ly6e",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rtn1","Slc38a3",NA,"Zrsr2",NA,NA,"Gm17750",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ptprs",NA,"Tjp2",NA,NA,"Papss2",NA,NA,"Zmat2","Vps36",NA,NA,NA,"Ubxn4",NA,NA,NA,NA,"Ptrf"
"1732","Nedd4l",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pus7",NA,NA,NA,NA,NA,"Sub1",NA,NA,NA,"Ttyh1",NA,NA,NA,NA,"Itpripl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ncf1",NA,NA,NA,NA,NA,NA,NA,NA,"Ptprz1",NA,"Tenm2",NA,"Rnf216",NA,NA,NA,NA,NA,"Syf2",NA,"Nrip3","Zranb1",NA,NA,NA,"Tubb2a","Tspan9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ly6g6f",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rufy1","Slc38a9",NA,"Zscan22",NA,NA,"Gm19412",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ptprz1",NA,"Tle1",NA,NA,"Paqr5",NA,NA,"Zmym4","Vtn",NA,NA,NA,"Uchl1",NA,NA,NA,NA,"Pura"
"1733","Nefh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pvalb",NA,NA,NA,NA,NA,"Sulf1",NA,NA,NA,"Tuba1a",NA,NA,NA,NA,"Jag1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ncf2",NA,NA,NA,NA,NA,NA,NA,NA,"Ptrf",NA,"Tenm3",NA,"Rnf219",NA,NA,NA,NA,NA,"Syn2",NA,"Nrp1","Zrsr2",NA,NA,NA,"Tubb3","Ttc3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ly75",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rufy2","Slc43a2",NA,"Zswim6",NA,NA,"Gm19426",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ptrf",NA,"Tle4",NA,NA,"Paqr7",NA,NA,"Zmym6","Vwa1",NA,NA,NA,"Uchl5",NA,NA,NA,NA,"Pvalb"
"1734","Nefl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pwwp2a",NA,NA,NA,NA,NA,"Sulf2",NA,NA,NA,"Tuba1b",NA,NA,NA,NA,"Jam2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ncf4",NA,NA,NA,NA,NA,NA,NA,NA,"Pura",NA,"Tenm4",NA,"Rnf43",NA,NA,NA,NA,NA,"Syne1",NA,"Nrp2","Zwint",NA,NA,NA,"Txnip","Ttn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ly86",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Runx1t1","Slc4a4",NA,"Zwint",NA,NA,"Gm19705",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pts",NA,"Tlk1",NA,NA,"Paqr8",NA,NA,"Zmynd11","Vwf",NA,NA,NA,"Ufl1",NA,NA,NA,NA,"Pxdc1"
"1735","Nefm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pygo1",NA,NA,NA,NA,NA,"Susd4",NA,NA,NA,"Tubb2a",NA,NA,NA,NA,"Jam3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nckap1l",NA,NA,NA,NA,NA,NA,NA,NA,"Purb",NA,"Terf2ip",NA,"Rnf6",NA,NA,NA,NA,NA,"Syne2",NA,"Nrros",NA,NA,NA,NA,"Tyro3","Ttr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lyl1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rxrg","Slc5a3",NA,"Zyg11b",NA,NA,"Gm20045",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pum1",NA,"Tlk2",NA,NA,"Pard3b",NA,NA,"Zmynd8","Wapal",NA,NA,NA,"Ufsp2",NA,NA,NA,NA,"Pycard"
"1736","Negr1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pyroxd1",NA,NA,NA,NA,NA,"Sv2a",NA,NA,NA,"Tubb2b",NA,NA,NA,NA,"Josd2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nckap5",NA,NA,NA,NA,NA,NA,NA,NA,"Pus7l",NA,"Tet3",NA,"Robo1",NA,NA,NA,NA,NA,"Syngr1",NA,"Nrsn1",NA,NA,NA,NA,"Tyrobp","Ttyh1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lyn",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ryr2","Slc6a6",NA,NA,NA,NA,"Gm20421",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pura",NA,"Tm4sf1",NA,NA,"Parg",NA,NA,"Zwint","Wasf2",NA,NA,NA,"Ugp2",NA,NA,NA,NA,"Pygm"
"1737","Nek1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qdpr",NA,NA,NA,NA,NA,"Sv2b",NA,NA,NA,"Tubb3",NA,NA,NA,NA,"Jph2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ncl",NA,NA,NA,NA,NA,NA,NA,NA,"Pvalb",NA,"Tex15",NA,"Robo2",NA,NA,NA,NA,NA,"Synm",NA,"Nrxn1",NA,NA,NA,NA,"U2surp","Tuba1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lypd1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ryr3","Slco1a4",NA,NA,NA,NA,"Gm20515",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Purb",NA,"Tm9sf3",NA,NA,"Parp12",NA,NA,"n-R5-8s1","Wasl",NA,NA,NA,"Ugt8a",NA,NA,NA,NA,"Qdpr"
"1738","Nek7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qk",NA,NA,NA,NA,NA,"Sycp2",NA,NA,NA,"Tubb4a",NA,NA,NA,NA,"Jun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nde1",NA,NA,NA,NA,NA,NA,NA,NA,"Pxdc1",NA,"Tex9",NA,"Rock1",NA,NA,NA,NA,NA,"Syt1",NA,"Nrxn2",NA,NA,NA,NA,"Ubash3b","Tuba1b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lypd6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S100a10","Slco1c1",NA,NA,NA,NA,"Gm20618",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pvalb",NA,"Tm9sf4",NA,NA,"Parp14",NA,NA,NA,"Wbp4",NA,NA,NA,"Uimc1",NA,NA,NA,NA,"Qk"
"1739","Nemf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qser1",NA,NA,NA,NA,NA,"Syn1",NA,NA,NA,"Tubb5",NA,NA,NA,NA,"Kank1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ndnf",NA,NA,NA,NA,NA,NA,NA,NA,"Pxn",NA,"Tgfb2",NA,"Rock2",NA,NA,NA,NA,NA,"Syt11",NA,"Nrxn3",NA,NA,NA,NA,"Ubb","Tuba4a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lyve1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S100a13","Slco5a1",NA,NA,NA,NA,"Gm20655",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pwwp2a",NA,"Tmbim4",NA,NA,"Parp3",NA,NA,NA,"Wbp5",NA,NA,NA,"Unc13c",NA,NA,NA,NA,"RP23-240E15.3"
"1740","Neto2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qtrtd1",NA,NA,NA,NA,NA,"Syn2",NA,NA,NA,"Txnrd1",NA,NA,NA,NA,"Kank2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ndp",NA,NA,NA,NA,NA,NA,NA,NA,"Pycard",NA,"Th",NA,"Rora",NA,NA,NA,NA,NA,"Syt4",NA,"Nsg2",NA,NA,NA,NA,"Ubn2","Tubb2a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lyz2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S100a16","Slirp",NA,NA,NA,NA,"Gm20721",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pxk",NA,"Tmcc3",NA,NA,"Parp9",NA,NA,NA,"Wdr11",NA,NA,NA,"Unc80",NA,NA,NA,NA,"RP24-328P2.5"
"1741","Neurod1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R3hcc1",NA,NA,NA,NA,NA,"Syne1",NA,NA,NA,"U2surp",NA,NA,NA,NA,"Kank3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ndrg1",NA,NA,NA,NA,NA,NA,NA,NA,"Pygb",NA,"Thap3",NA,"Rorb",NA,NA,NA,NA,NA,"Syt7",NA,"Ntm",NA,NA,NA,NA,"Ubxn4","Tubb5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mab21l1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S100b","Slit2",NA,NA,NA,NA,"Gm2115",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pygm",NA,"Tmem100",NA,NA,"Parvb",NA,NA,NA,"Wdr26",NA,NA,NA,"Upf2",NA,NA,NA,NA,"RP24-370B22.3"
"1742","Neurod2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R3hcc1l",NA,NA,NA,NA,NA,"Syngr1",NA,NA,NA,"Ubb",NA,NA,NA,NA,"Kank4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ndrg2",NA,NA,NA,NA,NA,NA,NA,NA,"Pygm",NA,"Thbd",NA,"Rpap3",NA,NA,NA,NA,NA,"Tac1",NA,"Ntn1",NA,NA,NA,NA,"Uchl1","Twist1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Macf1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S1pr1","Slitrk4",NA,NA,NA,NA,"Gm21984",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pygo1",NA,"Tmem252",NA,NA,"Pax5",NA,NA,NA,"Wdr33",NA,NA,NA,"Upf3a",NA,NA,NA,NA,"RP24-404P10.2"
"1743","Nexn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R3hdm1",NA,NA,NA,NA,NA,"Synj1",NA,NA,NA,"Ubc",NA,NA,NA,NA,"Kat2b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ndrg4",NA,NA,NA,NA,NA,NA,NA,NA,"Pygo1",NA,"Thoc2",NA,"Rpf2",NA,NA,NA,NA,NA,"Tacc1",NA,"Ntn4",NA,NA,NA,NA,"Uggt2","Tyro3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maf",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sacs","Slitrk6",NA,NA,NA,NA,"Gm26510",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pyroxd1",NA,"Tmem30a",NA,NA,"Pax7",NA,NA,NA,"Wdr43",NA,NA,NA,"Upf3b",NA,NA,NA,NA,"RP24-68G17.4"
"1744","Nfe2l1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R3hdm2",NA,NA,NA,NA,NA,"Synpo",NA,NA,NA,"Ube2c",NA,NA,NA,NA,"Kcna1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ndufa1",NA,NA,NA,NA,NA,NA,NA,NA,"Qdpr",NA,"Thra",NA,"Rpgrip1l",NA,NA,NA,NA,NA,"Taf1",NA,"Ntrk2",NA,NA,NA,NA,"Ugt8a","U2surp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mafb",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Safb2","Slk",NA,NA,NA,NA,"Gm26512",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qdpr",NA,"Tmem50a",NA,NA,"Pbk",NA,NA,NA,"Wdr53",NA,NA,NA,"Uqcr10",NA,NA,NA,NA,"Rab11fip1"
"1745","Nfia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP23-214I6.4",NA,NA,NA,NA,NA,"Synpr",NA,NA,NA,"Ube2e2",NA,NA,NA,NA,"Kcna2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ndufa13",NA,NA,NA,NA,NA,NA,NA,NA,"Qk",NA,"Thrb",NA,"Rph3a",NA,NA,NA,NA,NA,"Taf3",NA,"Nts",NA,NA,NA,NA,"Unc13c","Uba7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maff",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Samd4","Slmap",NA,NA,NA,NA,"Gm26532",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qk",NA,"Tmem57",NA,NA,"Pbrm1",NA,NA,NA,"Wdr60",NA,NA,NA,"Uqcrh",NA,NA,NA,NA,"Rab13"
"1746","Nfib",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP23-2C16.2",NA,NA,NA,NA,NA,"Syt1",NA,NA,NA,"Ube2r2",NA,NA,NA,NA,"Kcnc1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ndufa3",NA,NA,NA,NA,NA,NA,NA,NA,"RP23-327M1.1",NA,"Thsd7a",NA,"Rpl13",NA,NA,NA,NA,NA,"Taf5",NA,"Ntsr2",NA,NA,NA,NA,"Unc5b","Ubb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mag",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sbds","Sltm",NA,NA,NA,NA,"Gm266",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qser1",NA,"Tmem87b",NA,NA,"Pbx1",NA,NA,NA,"Wfdc1",NA,NA,NA,"Uri1",NA,NA,NA,NA,"Rab3c"
"1747","Nfic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP23-307L24.2",NA,NA,NA,NA,NA,"Syt11",NA,NA,NA,"Ube3a",NA,NA,NA,NA,"Kcne1l",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ndufa4",NA,NA,NA,NA,NA,NA,NA,NA,"RP23-372C7.4",NA,"Thsd7b",NA,"Rpl13a",NA,NA,NA,NA,NA,"Taf7",NA,"Nuak2",NA,NA,NA,NA,"Unc5d","Ubc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magix",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sbno1","Slu7",NA,NA,NA,NA,"Gm26660",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R3hdm1",NA,"Tmem88b",NA,NA,"Pbxip1",NA,NA,NA,"Whsc1",NA,NA,NA,"Usp1",NA,NA,NA,NA,"Rab3d"
"1748","Nfkb1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP23-403P24.5",NA,NA,NA,NA,NA,"Syt2",NA,NA,NA,"Ubl3",NA,NA,NA,NA,"Kcne4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ndufa4l2",NA,NA,NA,NA,NA,NA,NA,NA,"RP24-423L4.4",NA,"Thy1",NA,"Rpl14",NA,NA,NA,NA,NA,"Tagln",NA,"Nudt4",NA,NA,NA,NA,"Unc80","Ubl3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magt1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scaf11","Smap1",NA,NA,NA,NA,"Gm26669",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP23-102H7.9",NA,"Tmf1",NA,NA,"Pcdh11x",NA,NA,NA,"Wipi1",NA,NA,NA,"Usp15",NA,NA,NA,NA,"Rac2"
"1749","Nfkbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP23-7E4.3",NA,NA,NA,NA,NA,"Syt4",NA,NA,NA,"Ubn2",NA,NA,NA,NA,"Kcnh7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ndufa7",NA,NA,NA,NA,NA,NA,NA,NA,"Rab11fip1",NA,"Tia1",NA,"Rpl22",NA,NA,NA,NA,NA,"Taldo1",NA,"Nupr1",NA,NA,NA,NA,"Unc93b1","Ubn2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scamp2","Smarca1",NA,NA,NA,NA,"Gm26670",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP23-164N7.3",NA,"Tmod2",NA,NA,"Pcdh15",NA,NA,NA,"Wnk1",NA,NA,NA,"Usp16",NA,NA,NA,NA,"Rad50"
"1750","Nfrkb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP24-340B11.1",NA,NA,NA,NA,NA,"Syt6",NA,NA,NA,"Ubqln2",NA,NA,NA,NA,"Kcnh8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ndufb10",NA,NA,NA,NA,NA,NA,NA,NA,"Rab12",NA,"Tiam1",NA,"Rpl26",NA,NA,NA,NA,NA,"Tanc2",NA,"Nusap1",NA,NA,NA,NA,"Upf2","Ubxn4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Malat1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scaper","Smarca2",NA,NA,NA,NA,"Gm26728",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP23-218L17.2",NA,"Tmsb10",NA,NA,"Pcdh17",NA,NA,NA,"Wnt5a",NA,NA,NA,"Usp31",NA,NA,NA,NA,"Rad54b"
"1751","Nfyb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP24-493L18.4",NA,NA,NA,NA,NA,"Syt7",NA,NA,NA,"Ubtf",NA,NA,NA,NA,"Kcnip1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ndufc1",NA,NA,NA,NA,NA,NA,NA,NA,"Rab34",NA,"Timm10",NA,"Rpl32",NA,NA,NA,NA,NA,"Taok1",NA,"Nwd1",NA,NA,NA,NA,"Upf3b","Uchl1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mall",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scd2","Smarca4",NA,NA,NA,NA,"Gm26735",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP23-240E15.3",NA,"Tmsb4x",NA,NA,"Pcdh18",NA,NA,NA,"Wnt7a",NA,NA,NA,"Usp34",NA,NA,NA,NA,"Rai14"
"1752","Ngfrap1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP24-68G17.3",NA,NA,NA,NA,NA,"Tac2",NA,NA,NA,"Ubxn1",NA,NA,NA,NA,"Kcnj10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neat1",NA,NA,NA,NA,NA,NA,NA,NA,"Rab3c",NA,"Timp2",NA,"Rpl35a",NA,NA,NA,NA,NA,"Taok3",NA,"Nxn",NA,NA,NA,NA,"Uqcr10","Ugt8a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maml2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scg2","Smarcc1",NA,NA,NA,NA,"Gm26737",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP23-256O22.3",NA,"Tmtc2",NA,NA,"Pcdh19",NA,NA,NA,"Xaf1",NA,NA,NA,"Usp8",NA,NA,NA,NA,"Ralbp1"
"1753","Ngly1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rab11fip2",NA,NA,NA,NA,NA,"Tacc1",NA,NA,NA,"Ubxn4",NA,NA,NA,NA,"Kcnj16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Necap2",NA,NA,NA,NA,NA,NA,NA,NA,"Rac2",NA,"Timp3",NA,"Rpl37",NA,NA,NA,NA,NA,"Tax1bp1",NA,"Nxph1",NA,NA,NA,NA,"Uqcr11","Uhrf1bp1l",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maml3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scg3","Smc1a",NA,NA,NA,NA,"Gm26814",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP23-350E1.2",NA,"Tmx3",NA,NA,"Pcdh7",NA,NA,NA,"Xiap",NA,NA,NA,"Utp14a",NA,NA,NA,NA,"Ramp1"
"1754","Nhlh2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rab22a",NA,NA,NA,NA,NA,"Taf3",NA,NA,NA,"Ufl1",NA,NA,NA,NA,"Kcnj8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nedd1",NA,NA,NA,NA,NA,NA,NA,NA,"Rad50",NA,"Tjp1",NA,"Rpl4",NA,NA,NA,NA,NA,"Tbc1d31",NA,"Oaf",NA,NA,NA,NA,"Uqcrb","Unc13a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Man2b1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scg5","Smc2",NA,NA,NA,NA,"Gm26839",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP24-187P11.2",NA,"Tnfrsf12a",NA,NA,"Pcdh9",NA,NA,NA,"Xpc",NA,NA,NA,"Utp14b",NA,NA,NA,NA,"Ramp2"
"1755","Nhlrc2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rab3c",NA,NA,NA,NA,NA,"Tagln",NA,NA,NA,"Ugcg",NA,NA,NA,NA,"Kcnk1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nedd9",NA,NA,NA,NA,NA,NA,NA,NA,"Rad54b",NA,"Tle4",NA,"Rpl41",NA,NA,NA,NA,NA,"Tbc1d32",NA,"Oasl2",NA,NA,NA,NA,"Uqcrq","Unc5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sclt1","Smc3",NA,NA,NA,NA,"Gm26843",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP24-296L6.4",NA,"Tnks2",NA,NA,"Pclo",NA,NA,NA,"Xrn1",NA,NA,NA,"Utp23",NA,NA,NA,NA,"Ramp3"
"1756","Nhs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rab6a",NA,NA,NA,NA,NA,"Tagln3",NA,NA,NA,"Ugdh",NA,NA,NA,NA,"Kcnk13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nefh",NA,NA,NA,NA,NA,NA,NA,NA,"Rai14",NA,"Tm7sf3",NA,"Rpl8",NA,NA,NA,NA,NA,"Tbl1x",NA,"Ocln",NA,NA,NA,NA,"Usmg5","Unc79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maob",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scn1a","Smc4",NA,NA,NA,NA,"Gm27168",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RP24-423L4.4",NA,"Tnpo3",NA,NA,"Pcm1",NA,NA,NA,"Xrn2",NA,NA,NA,"Utp3",NA,NA,NA,NA,"Rapgef4"
